name,version,licenses
./private_repos/cnrm.googlesource.com/cnrm/,['(devel)'],['[]']
./private_repos/cnrm.googlesource.com/cnrm/third_party/github.com/terraform-providers/terraform-provider-google-beta,['(devel)'],['[]']
./private_repos/github.com/GoogleContainerTools/kpt/,['(devel)'],['[]']
4d63.com/tz,['v1.2.0'],['[]']
@babel/code-frame,['7.5.5'],['[]']
@babel/highlight,['7.5.0'],['[]']
@heroku-cli/color,['1.1.14'],['[ISC]']
@heroku-cli/command,['8.4.1' '8.5.0'],['[ISC]']
@heroku-cli/heroku-exec-util,['0.7.6'],['[ISC]']
@heroku-cli/notifications,['1.2.2'],['[MIT]']
@heroku-cli/plugin-addons,['1.2.31'],['[ISC]']
@heroku-cli/plugin-addons-v5,['7.62.0'],['[ISC]']
@heroku-cli/plugin-apps,['7.62.0'],['[MIT]']
@heroku-cli/plugin-apps-v5,['7.62.0'],['[ISC]']
@heroku-cli/plugin-auth,['7.60.0'],['[MIT]']
@heroku-cli/plugin-autocomplete,['7.60.0'],['[MIT]']
@heroku-cli/plugin-buildpacks,['7.62.0'],['[MIT]']
@heroku-cli/plugin-certs,['7.60.0'],['[MIT]']
@heroku-cli/plugin-certs-v5,['7.64.0' '7.62.0'],['[ISC]']
@heroku-cli/plugin-ci,['7.62.0'],['[MIT]']
@heroku-cli/plugin-ci-v5,['7.62.0'],['[MIT]']
@heroku-cli/plugin-config,['7.60.0'],['[MIT]']
@heroku-cli/plugin-container-registry-v5,['7.60.0'],['[ISC]']
@heroku-cli/plugin-git,['7.62.0'],['[ISC]']
@heroku-cli/plugin-local,['7.60.0'],['[MIT]']
@heroku-cli/plugin-oauth-v5,['7.54.0'],['[ISC]']
@heroku-cli/plugin-orgs-v5,['7.54.0'],['[ISC]']
@heroku-cli/plugin-pg-v5,['7.64.0' '7.63.0'],['[ISC]']
@heroku-cli/plugin-pipelines,['7.62.0'],['[MIT]']
@heroku-cli/plugin-ps,['7.60.0'],['[MIT]']
@heroku-cli/plugin-ps-exec,['2.4.0' '2.3.8'],['[ISC]']
@heroku-cli/plugin-redis-v5,['7.62.0'],['[ISC]']
@heroku-cli/plugin-run,['7.60.0'],['[MIT]']
@heroku-cli/plugin-run-v5,['7.56.0'],['[ISC]']
@heroku-cli/plugin-spaces,['7.54.0'],['[ISC]']
@heroku-cli/plugin-status,['7.60.0'],['[ISC]']
@heroku-cli/plugin-webhooks,['7.60.0'],['[MIT]']
@heroku-cli/schema,['1.0.25'],['[MIT]']
@heroku/buildpack-registry,['1.0.1'],['[MIT]']
@heroku/eventsource,['1.0.7'],['[MIT]']
@heroku/socksv5,['0.0.9'],['[MIT]']
@mrmlnc/readdir-enhanced,['2.2.1'],['[]']
@nodelib/fs.scandir,['2.1.1' '2.1.3'],['[]']
@nodelib/fs.stat,['2.0.3' '1.1.3' '2.0.1'],['[]']
@nodelib/fs.walk,['1.2.2' '1.2.4'],['[]']
@oclif/color,['0.1.2' '0.0.0'],['[MIT]']
@oclif/command,['1.8.16' '1.8.0' '1.5.6' '1.5.18'],['[MIT]']
@oclif/config,['1.13.2' '1.18.3' '1.17.0' '1.18.2'],['[MIT]']
@oclif/dev-cli,['1.26.0'],['[]']
@oclif/errors,['1.2.2' '1.3.3' '1.3.4' '1.3.5'],['[MIT]']
@oclif/help,['1.0.1'],['[MIT]']
@oclif/linewrap,['1.0.0'],['[ISC]']
@oclif/parser,['3.7.2' '3.8.7' '3.8.3'],['[MIT]']
@oclif/plugin-commands,['1.3.0'],['[MIT]']
@oclif/plugin-help,['3.2.0' '2.2.0'],['[MIT]']
@oclif/plugin-legacy,['1.2.0'],['[MIT]']
@oclif/plugin-not-found,['1.2.2'],['[MIT]']
@oclif/plugin-plugins,['1.10.1'],['[MIT]']
@oclif/plugin-update,['1.5.0'],['[MIT]']
@oclif/plugin-warn-if-update-available,['1.7.0'],['[MIT]']
@oclif/plugin-which,['1.0.3'],['[MIT]']
@oclif/screen,['1.0.4'],['[MIT]']
@oclif/test,['1.2.4'],['[]']
@sindresorhus/is,['0.14.0' '0.7.0'],['[MIT]']
@sinonjs/commons,['1.3.0' '1.4.0'],['[]']
@sinonjs/formatio,['3.2.1'],['[]']
@sinonjs/samsam,['3.3.2'],['[]']
@sinonjs/text-encoding,['0.7.1'],['[]']
@szmarczak/http-timer,['1.1.2'],['[MIT]']
@tootallnate/once,['1.1.2'],['[]']
@types/ansi-styles,['3.2.1'],['[]']
@types/chai,['4.1.7'],['[]']
@types/color-name,['1.1.0' '1.1.1'],['[]']
@types/debug,['4.1.2'],['[]']
@types/eslint-visitor-keys,['1.0.0'],['[]']
@types/events,['3.0.0'],['[]']
@types/execa,['0.9.0'],['[]']
@types/fs-extra,['5.0.5'],['[]']
@types/glob,['7.1.1'],['[]']
@types/json-schema,['7.0.3'],['[]']
@types/lodash,['4.14.136'],['[]']
@types/minimatch,['3.0.3'],['[]']
@types/mocha,['5.2.5' '5.2.6'],['[]']
@types/nock,['9.3.1'],['[]']
@types/node,['10.14.13' '14.17.32' '12.6.8'],['[]']
@types/semver,['7.3.10'],['[MIT]']
@types/sinon,['7.0.5'],['[]']
@types/supports-color,['5.3.0'],['[]']
@types/write-json-file,['3.2.1'],['[]']
@typescript-eslint/eslint-plugin,['2.12.0'],['[]']
@typescript-eslint/experimental-utils,['2.12.0'],['[]']
@typescript-eslint/parser,['2.12.0'],['[]']
@typescript-eslint/typescript-estree,['2.12.0'],['[]']
Deprecated,['1.2.13'],['[MIT]']
HdrHistogram,['2.1.9'],['[]']
OtpErlang,[nan],['[]']
PySocks,['1.7.1'],['[]']
Sphinx,['4.2.0'],['[]']
abbrev,['1.1.1'],['[ISC]']
accessors-smart,['2.4.2'],['[]']
acorn,['7.1.0'],['[]']
acorn-jsx,['5.1.0'],['[]']
acpid,['1:2.0.32-1ubuntu1'],['[GPL-2]']
activesupport,['6.1.4.1'],['[]']
advance-toolchain-at14.0-cross-common,['14.0-5'],['[GPL ]']
advance-toolchain-at14.0-cross-ppc64le,['14.0-5'],['[GPL ]']
advance-toolchain-at14.0-cross-ppc64le-libnxz,['14.0-5'],['[GPL ]']
advance-toolchain-at14.0-cross-ppc64le-mcore-libs,['14.0-5'],['[GPL ]']
advance-toolchain-at14.0-cross-ppc64le-runtime-extras,['14.0-5'],['[GPL ]']
advance-toolchain-cross-common,['14.0-5'],['[GPL ]']
advance-toolchain-cross-ppc64le,['14.0-5'],['[GPL ]']
advance-toolchain-cross-ppc64le-libnxz,['14.0-5'],['[GPL ]']
advance-toolchain-cross-ppc64le-mcore-libs,['14.0-5'],['[GPL ]']
advance-toolchain-cross-ppc64le-runtime-extras,['14.0-5'],['[GPL ]']
adwaita-icon-theme,['3.36.1-2ubuntu0.20.04.2'],['[CC-BY-3.0-US CC-BY-SA-2.0-IT CC-BY-SA-3.0 CC-BY-SA-3.0-US CC-BY-SA-3.0-Unported GFDL-1.2 GFDL-1.2+ GPL GPL-unspecified LGPL-3]']
agent-base,['6.0.2'],['[]']
aggs-matrix-stats-client,['7.16.3'],['[]']
ajv,['6.10.2'],['[]']
amd64-microcode,['3.20191218.1ubuntu1'],['[]']
analysis-common,['7.16.3'],['[]']
annotations,['20.1.0'],['[]']
ansi-escapes,['3.2.0' '1.4.0' '4.2.1' '4.3.0' '4.3.1'],['[MIT]']
ansi-regex,['3.0.0' '5.0.0' '2.1.1' '4.1.0'],['[]' '[MIT]']
ansi-styles,['2.2.1' '3.2.1' '4.2.1'],['[]' '[MIT]']
ansicolors,['0.3.2'],['[MIT]']
ant,['1.10.12' '1.10.7' '1.10.7-1' '1.10.11'],['[Apache-2.0]' '[]']
ant-antlr,['1.10.12'],['[]']
ant-bootstrap,[nan],['[]']
ant-junit,['1.10.12'],['[]']
ant-launcher,['1.10.12' '1.10.7' '1.10.11'],['[]']
anthoscli,['(devel)'],['[]']
antlr4-runtime,['4.7.2' '4.5.3' '4.5.1-1' '4.9.2'],['[]']
apipkg,['2.0.0' '1.4'],['[MIT]' '[MIT License]']
app-path,['3.2.0'],['[MIT]']
appdirs,['1.4.4'],['[MIT]']
aproba,['1.2.0'],['[]']
apt-transport-https,['2.0.9'],['[GPL-2 GPLv2+]']
apt-xapian-index,['0.49' '0.51ubuntu1'],['[GPL]' '[GPL-2]']
aptitude,['0.8.12-1ubuntu4'],['[GPL-2 GPL-2+]']
aptitude-common,['0.8.12-1ubuntu4'],['[GPL-2 GPL-2+]']
are-we-there-yet,['1.1.7'],['[]']
arg,['4.1.0'],['[]']
arr-diff,['4.0.0'],['[]']
arr-flatten,['1.1.0'],['[]']
arr-union,['3.1.0'],['[]']
array-from,['2.1.1'],['[]']
array-union,['2.1.0' '1.0.2'],['[MIT]']
array-uniq,['1.0.3'],['[]']
array-unique,['0.3.2'],['[]']
arrify,['1.0.1'],['[]']
asm,['7.2' '9.2' '9.1' '5.0.4'],['[]']
asm-analysis,['7.2' '9.2'],['[]']
asm-commons,['7.2' '9.2' '5.0.4'],['[]']
asm-tree,['7.2' '9.2' '5.0.4'],['[]']
asm-util,['7.2'],['[]']
asn1,['0.2.6'],['[MIT]']
assertion-error,['1.1.0'],['[]']
assign-symbols,['1.0.0'],['[]']
astral-regex,['1.0.0'],['[]']
async-file,['2.0.2'],['[MIT]']
async-limiter,['1.0.0'],['[MIT]']
at-least-node,['1.0.0'],['[ISC]']
atob,['2.1.2'],['[]']
available-typed-arrays,['1.0.5'],['[]']
aws-java-sdk-core,['1.11.948'],['[]']
aws-java-sdk-kms,['1.11.948'],['[]']
aws-java-sdk-s3,['1.11.948'],['[]']
aws-java-sdk-sts,['1.11.948'],['[]']
aws-sdk,['2.1188.0'],['[]']
azure-devops-node-api,['11.0.1'],['[]']
balanced-match,['1.0.0' '1.0.2'],['[]' '[MIT]']
base,['0.11.2'],['[]']
base64-js,['1.5.1'],['[]' '[MIT]']
bc-fips,['1.0.2'],['[]']
bcpg-fips,['1.0.4'],['[]']
bcpg-jdk15on,['1.68'],['[]']
bcpkix-jdk15on,['1.64' '1.68'],['[]']
bcprov-jdk15on,['1.64' '1.68'],['[]']
bcrypt-pbkdf,['1.0.2'],['[BSD-3-Clause]']
binutils-doc,['2.34-6ubuntu1.3'],['[GFDL GPL LGPL]']
binutils-mingw-w64-i686,['2.34-5ubuntu1+8.8'],['[GFDL-1.3 GPL-3]']
binutils-mingw-w64-x86-64,['2.34-5ubuntu1+8.8'],['[GFDL-1.3 GPL-3]']
binutils-x86-64-linux-gnu,['2.34-6ubuntu1.3'],['[GFDL GPL LGPL]']
bl,['3.0.0' '1.2.3' '4.1.0'],['[]']
black,['22.1.0'],['[]']
bluebird,['3.7.1'],['[MIT]']
boolbase,['1.0.0'],['[]']
brace-expansion,['1.1.11'],['[]' '[MIT]']
braces,['2.3.2' '3.0.2'],['[MIT]']
breezy,['3.0.2'],['[GNU GPL v2]']
browser-stdout,['1.3.1'],['[]']
brz,['3.0.2-4ubuntu2'],['[GPL-2 GPL-2+ MIT]']
bsh,['2.0b6'],['[]']
buffer,['4.9.2' '5.7.1'],['[]']
buffer-alloc,['1.2.0'],['[]']
buffer-alloc-unsafe,['1.1.0'],['[]']
buffer-crc32,['0.2.13'],['[]']
buffer-fill,['1.0.0'],['[]']
buffer-from,['1.1.2' '1.1.1'],['[]']
buildcheck,['0.0.3'],['[MIT]']
bultitude,['0.3.0'],['[]']
byline,['5.0.0'],['[MIT]']
bytes,['3.1.0'],['[MIT]']
bzr,['2.7.0+bzr6622+brz'],['[GPL-2 GPL-2+]']
ca-certificates-java,[nan '20190405ubuntu1'],['[]' '[GPL]']
cache-base,['1.0.1'],['[]']
cacheable-request,['6.0.0' '2.1.4'],['[MIT]']
call-bind,['1.0.2'],['[]']
call-me-maybe,['1.0.1'],['[]']
callsites,['3.0.0'],['[]']
capsule,['0.6.3'],['[]']
cardinal,['2.1.1'],['[MIT]']
catkin-pkg,['0.5.2'],['[BSD]']
chai,['4.2.0'],['[]']
chalk,['2.4.2' '4.1.2' '3.0.0' '2.4.1' '4.1.0' '1.1.3'],['[]' '[MIT]']
charset-normalizer,['2.1.0'],['[MIT]']
check-error,['1.0.2'],['[]']
cheerio,['1.0.0-rc.10'],['[]']
cheerio-select,['1.5.0'],['[]']
chownr,['1.1.4' '1.1.3'],['[]' '[ISC]']
chrony,['3.5-6ubuntu6.2'],['[GPL-2 GPL-2+ RSA-MD]']
class-utils,['0.3.6'],['[]']
classlojure,['0.7.1'],['[]']
clean-regexp,['1.0.0'],['[]']
clean-stack,['1.3.0' '3.0.0' '2.2.0'],['[MIT]']
cli-cursor,['3.1.0' '2.1.0'],['[MIT]']
cli-progress,['3.8.2'],['[MIT]']
cli-ux,['5.4.10' '4.9.3' '5.5.1' '5.3.2' '5.3.1'],['[MIT]']
cli-width,['2.2.0'],['[ISC]']
click,['8.1.3'],['[BSD-3-Clause]']
clojure,['1.11.1'],['[]']
clone-response,['1.0.2'],['[MIT]']
cloud.google.com/go,['v0.102.1' 'v0.50.0' 'v0.99.0' 'v0.94.1'],['[]']
cloud.google.com/go/bigtable,['v1.1.0'],['[]']
cloud.google.com/go/iam,['v0.3.0'],['[]']
cloud.google.com/go/kms,['v1.4.0'],['[]']
cloud.google.com/go/monitoring,['v1.0.0'],['[]']
cloud.google.com/go/profiler,['v0.1.0'],['[]']
cloud.google.com/go/storage,['v1.16.1' 'v1.18.2' 'v1.0.0' 'v1.24.0'],['[]']
cloud.google.com/go/trace,['v1.2.0' 'v1.0.0'],['[]']
co,['4.6.0'],['[MIT]']
co-wait,['0.0.0'],['[MIT]']
code-point-at,['1.1.0'],['[]']
collection-visit,['1.0.0'],['[]']
color-convert,['1.9.3' '2.0.1'],['[]' '[MIT]']
color-name,['1.1.4' '1.1.3'],['[]' '[MIT]']
colors,['1.4.0'],['[MIT]']
commander,['6.2.1' '2.19.0' '2.15.1'],['[]']
commons-compress,['1.21'],['[]']
commons-lang,['2.6'],['[]']
commons-logging,['1.1.3' '1.2'],['[]']
commons-math3,['3.6.1'],['[]']
compiler,['0.9.6'],['[]']
component-emitter,['1.3.0'],['[]']
concat-map,['0.0.1'],['[]' '[MIT]']
concurrent-ruby,['1.1.9'],['[]']
console-control-strings,['1.1.0'],['[]']
constant-keyword,['7.16.3'],['[]']
content-type,['1.0.4'],['[MIT]']
copy-descriptor,['0.1.1'],['[]']
core-util-is,['1.0.3' '1.0.2'],['[]' '[MIT]']
core.specs.alpha,['0.2.62'],['[]']
couchdb,['3.2.2-2~focal'],['[Apache-2.0 BSD DWTFYWTPL-2.0 EPL ISC MIT PD SIL-OFL-1.1]']
coverage,['4.4.2'],['[]']
coverage-helpers,['1.0.0'],['[]']
cpu-features,['0.0.4' '0.0.2'],['[MIT]']
craft-cli,['1.1.0'],['[GNU Lesser General Public License v3 (LGPLv3)]']
craft-grammar,['1.1.1'],['[GNU Lesser General Public License v3 (LGPLv3)]']
craft-parts,['1.12.1'],['[GNU General Public License v3]']
craft-providers,['1.4.0'],['[GNU Lesser General Public License v3 (LGPLv3)]']
craft-store,['2.1.1'],['[GNU Lesser General Public License v3 (LGPLv3)]']
crcmod,['1.7'],['[MIT]']
crda,['3.18-1build1'],['[ISC copyleft-next-0.3.0]']
cron,['3.0pl1-136ubuntu1'],"[""[Artistic GPL-2 GPL-2+ ISC Paul-Vixie's-license]""]"
cross-spawn,['7.0.3' '6.0.5'],['[MIT]']
cryptacular,['1.2.4'],['[]']
css-select,['4.1.3'],['[]']
css-what,['5.1.0'],['[]']
cuelang.org/go,['v0.4.3'],['[]']
data.codec,['0.1.0'],['[]']
data.xml,['0.2.0-alpha6'],['[]']
dataclasses,['0.6'],['[Apache]']
date-fns,['1.30.1' '2.0.0-alpha.26'],['[MIT]']
dbus-x11,['1.12.16-2ubuntu2.2'],['[AFL-2.1 BSD-3-clause BSD-3-clause-generic Expat GPL-2 GPL-2+ Tcl-BSDish g10-permissive]']
dd-plist,['1.21'],['[]']
debug,['4.1.1' '3.2.6' '4.3.2' '3.1.0' '4.3.4' '4.1.0' '2.6.9'],['[]' '[MIT]']
decode-uri-component,['0.2.0'],['[MIT]']
decompress-response,['3.3.0' '4.2.1'],['[]' '[MIT]']
deep-eql,['3.0.1'],['[]']
deep-equal,['1.0.1'],['[]']
deep-extend,['0.6.0'],['[]']
deep-is,['0.1.3'],['[]']
default-jdk,['2:1.11-72'],['[GPL-2 GPL-2+]']
default-jdk-headless,['2:1.11-72'],['[GPL-2 GPL-2+]']
default-jre,['2:1.11-72'],['[GPL-2 GPL-2+]']
default-jre-headless,['2:1.11-72'],['[GPL-2 GPL-2+]']
defer-to-connect,['1.0.1'],['[MIT]']
define-properties,['1.1.4' '1.1.3'],['[]']
define-property,['2.0.2' '1.0.0' '0.2.5'],['[]']
delegates,['1.0.0'],['[]']
denodeify,['1.2.1'],['[]']
detect-indent,['6.0.0' '5.0.0'],['[]']
detect-libc,['1.0.3'],['[]']
dh-python,['4.20191017ubuntu7'],['[Expat]']
diff,['3.5.0'],['[]']
dir-glob,['2.0.0' '3.0.1'],['[MIT]']
distlib,['0.3.1' '0.3.6' '0.3.5'],['[Python license]']
dmidecode,['3.2-3'],['[GPL-2 GPL-2+]']
doctrine,['3.0.0'],['[]']
docutils,['0.19'],['[public domain  Python  2-Clause BSD  GPL 3 (see COPYING.txt)]']
dom-serializer,['1.3.2'],['[]']
domelementtype,['2.2.0'],['[]']
domhandler,['4.2.2'],['[]']
domutils,['2.8.0'],['[]']
dulwich,['0.19.15'],['[Apachev2 or later or GPLv2]']
duplexer3,['0.1.4'],['[BSD-3-Clause]']
dynapath,['1.0.0'],['[]']
e2fslibs,['1.45.5-2ubuntu1.1'],['[GPL-2 LGPL-2]']
edit-string,['1.1.6'],['[WTFPL]']
efibootmgr,['17-1'],['[GPL-2 GPL-2.0+]']
elasticsearch,['7.16.3'],['[]' '[Elastic-License]']
elasticsearch-cli,['7.16.3'],['[]']
elasticsearch-core,['7.16.3'],['[]']
elasticsearch-dissect,['7.16.3'],['[]']
elasticsearch-geo,['7.16.3'],['[]']
elasticsearch-geoip-cli,['7.16.3'],['[]']
elasticsearch-grok,['7.16.3'],['[]']
elasticsearch-launchers,['7.16.3'],['[]']
elasticsearch-log4j,['7.16.3'],['[]']
elasticsearch-lz4,['7.16.3'],['[]']
elasticsearch-nio,['7.16.3'],['[]']
elasticsearch-plugin-classloader,['7.16.3'],['[]']
elasticsearch-plugin-cli,['7.16.3'],['[]']
elasticsearch-rest-client,['7.16.3'],['[]']
elasticsearch-rest-client-sniffer,['7.16.3'],['[]']
elasticsearch-scripting-painless-spi,['7.16.3'],['[]']
elasticsearch-secure-sm,['7.16.3'],['[]']
elasticsearch-security-cli,['7.16.3'],['[]']
elasticsearch-sql-cli,['7.16.3'],['[]']
elasticsearch-ssl-config,['7.16.3'],['[]']
elasticsearch-x-content,['7.16.3'],['[]']
emacs-bin-common,['1:26.3+1-1ubuntu2'],['[GPL GPL-2+ GPL-3+ LGPL-2+ MPL-2.0 efaq-w32.texi efaq.texi gnulib-comp.m4 m4 manpage meese.el nt/inc/dirent.h pkg.m4 same sedadmin.inp]']
emacs-common,['1:26.3+1-1ubuntu2'],['[GPL GPL-2+ GPL-3+ LGPL-2+ MPL-2.0 efaq-w32.texi efaq.texi gnulib-comp.m4 m4 manpage meese.el nt/inc/dirent.h pkg.m4 same sedadmin.inp]']
emacs-nox,['1:26.3+1-1ubuntu2'],['[GPL GPL-2+ GPL-3+ LGPL-2+ MPL-2.0 efaq-w32.texi efaq.texi gnulib-comp.m4 m4 manpage meese.el nt/inc/dirent.h pkg.m4 same sedadmin.inp]']
emacsen-common,['3.0.4'],['[GPL]']
emoji-regex,['7.0.3' '6.1.1' '8.0.0'],['[MIT]']
end-of-stream,['1.4.1' '1.4.4'],['[]' '[MIT]']
entities,['2.2.0'],['[]']
erlang,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-asn1,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-base,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-common-test,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-crypto,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-debugger,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-dev,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-dialyzer,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-diameter,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-edoc,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-eldap,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-erl-docgen,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-et,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-eunit,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-ftp,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-inets,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-megaco,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-mnesia,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-observer,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-odbc,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-os-mon,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-parsetools,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-public-key,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-reltool,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-runtime-tools,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-snmp,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-ssh,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-ssl,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-syntax-tools,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-tftp,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-tools,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-wx,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
erlang-xmerl,['1:22.2.7+dfsg-1'],['[Apache-2.0 BSD-3-clause Expat GPL-3 LGPL-2.1 MIT RSA Zlib]']
error-ex,['1.3.2'],['[MIT]']
es-abstract,['1.20.1'],['[]']
es-to-primitive,['1.2.1'],['[]']
es6-promise,['4.2.8'],['[]']
es6-promisify,['5.0.0'],['[]']
escape-string-regexp,['1.0.5' '4.0.0'],['[]' '[MIT]']
eslint,['6.7.2'],['[]']
eslint-ast-utils,['1.1.0'],['[]']
eslint-config-oclif,['3.1.0'],['[]']
eslint-config-oclif-typescript,['0.1.0'],['[]']
eslint-config-xo,['0.24.2'],['[]']
eslint-config-xo-space,['0.20.0'],['[]']
eslint-plugin-es,['1.4.0'],['[]']
eslint-plugin-mocha,['5.3.0'],['[]']
eslint-plugin-node,['7.0.1'],['[]']
eslint-plugin-unicorn,['6.0.1'],['[]']
eslint-scope,['5.0.0'],['[]']
eslint-utils,['1.4.2' '1.4.3'],['[]']
eslint-visitor-keys,['1.1.0'],['[]']
espree,['6.1.2'],['[]']
esprima,['4.0.1'],['[BSD-2-Clause]']
esquery,['1.0.1'],['[]']
esrecurse,['4.2.1'],['[]']
estraverse,['4.2.0'],['[]']
esutils,['2.0.2'],['[]']
eventemitter3,['4.0.7'],['[MIT]']
events,['1.1.1'],['[]']
execa,['1.0.0' '0.10.0'],['[MIT]']
expand-brackets,['2.1.4'],['[]']
expand-template,['2.0.3'],['[]']
extend-shallow,['2.0.1' '3.0.2'],['[]']
external-editor,['3.0.3'],['[MIT]']
extglob,['2.0.4'],['[]']
extract-stack,['2.0.0' '1.0.0'],['[MIT]']
failureaccess,['1.0.1'],['[]']
fancy-test,['1.4.3'],['[]']
fast-deep-equal,['2.0.1'],['[]']
fast-glob,['3.0.4' '3.2.4' '2.2.7'],['[]']
fast-json-stable-stringify,['2.0.0'],['[]']
fast-levenshtein,['2.0.6'],['[MIT]']
