name,version,licenses
mingw-w64-x86-64-dev,['7.0.0-2'],['[BSD-2-clause-NetBSD BSD-3-clause BSD-3-clause-Lockless BSD-3-clause-MinGW-w64 Cygwin David-Gay GPL-2 GPL-2+ GPL-3 GPL-3+ ISC Keith-Marshall LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ Lucent Permissive-Sun ZPL-2.1 expat public-domain public-domain-Vizzini]']
minimatch,['3.0.4'],['[]' '[ISC]']
minimist,['1.2.5' '0.0.8'],['[]' '[MIT]']
minitest,['5.14.4'],['[]']
minlog,['1.2'],['[]']
mixin-deep,['1.3.2'],['[]']
mkdirp,['0.5.1'],['[]' '[MIT]']
mkdirp-classic,['0.5.3'],['[]' '[MIT]']
mlocate,['0.26-3ubuntu3'],['[GPL-2]']
mocha,['5.2.0'],['[]']
mock,['2.0.0' '3.0.5' '4.0.3'],['[]' '[UNKNOWN]']
mock-stdin,['0.3.1'],['[]']
mod1,['1.0.dev0'],['[]']
mokutil,['0.3.0+1538710437.fb6250f-1'],['[GPL-3 GPL-3+]']
mongodb-database-tools,['100.6.0'],['[]']
mongodb-org,['4.4.16'],['[]']
mongodb-org-database-tools-extra,['4.4.16'],['[]']
mongodb-org-mongos,['4.4.16'],['[]']
mongodb-org-server,['4.4.16'],['[]']
mongodb-org-shell,['4.4.16'],['[]']
mongodb-org-tools,['4.4.16'],['[]']
ms,['2.0.0' '2.1.2'],['[]' '[MIT]']
multiverse-core,['0.7.0'],['[]']
mustache,['2.3.2'],['[MIT]']
mute-stream,['0.0.7' '0.0.8'],['[]' '[ISC]']
mvdan.cc/editorconfig,['v0.1.1-0.20200121172147-e40951bde157'],['[]']
mvdan.cc/sh/v3,['(devel)'],['[]']
mxparser,['1.2.2'],['[]']
mypy,['0.931'],['[]']
mypy-extensions,['0.4.3'],['[MIT License]']
mysql-client,['8.0.30-0ubuntu0.20.04.2'],['[Artistic BSD-2-clause BSD-3-clause BSD-like Boost-1.0 GPL-2 GPL-2+ ISC LGPL LGPL-2 public-domain zlib/libpng]']
nanomatch,['1.2.13'],['[]']
napi-build-utils,['1.0.2'],['[]']
native-platform,['0.22-milestone-23'],['[]']
native-platform-freebsd-amd64-libcpp,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64-ncurses5,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64-ncurses6,['0.22-milestone-23'],['[]']
native-platform-linux-amd64,['0.22-milestone-23'],['[]']
native-platform-linux-amd64-ncurses5,['0.22-milestone-23'],['[]']
native-platform-linux-amd64-ncurses6,['0.22-milestone-23'],['[]']
native-platform-osx-aarch64,['0.22-milestone-23'],['[]']
native-platform-osx-amd64,['0.22-milestone-23'],['[]']
native-platform-windows-amd64,['0.22-milestone-23'],['[]']
native-platform-windows-amd64-min,['0.22-milestone-23'],['[]']
native-platform-windows-i386,['0.22-milestone-23'],['[]']
native-platform-windows-i386-min,['0.22-milestone-23'],['[]']
natural-compare,['1.4.0'],['[]']
natural-orderby,['2.0.3'],['[MIT]']
net-tools,['1.60+git20180626.aebd88e-1ubuntu1'],['[GPL-2 GPL-2+]']
netrc-parser,['3.1.6'],['[ISC]']
netty-buffer,['4.1.66.Final'],['[]']
netty-codec,['4.1.66.Final'],['[]']
netty-codec-http,['4.1.66.Final'],['[]']
netty-common,['4.1.66.Final'],['[]']
netty-handler,['4.1.66.Final'],['[]']
netty-resolver,['4.1.66.Final'],['[]']
netty-transport,['4.1.66.Final'],['[]']
networkd-dispatcher,['2.1-2~ubuntu20.04.3'],['[GPL-3 GPL-3+]']
nice-try,['1.0.5'],['[MIT]']
nimbus-jose-jwt,['9.8.1'],['[]']
nise,['1.5.2'],['[]']
nock,['10.0.6'],['[]']
node-abi,['2.30.1'],['[]']
node-addon-api,['3.2.1'],['[]']
node-fetch,['2.6.1'],['[MIT]']
node-forge,['1.3.0' '0.7.5'],['[(BSD-3-Clause OR GPL-2.0)]']
node-notifier,['10.0.0' '5.3.0'],['[MIT]']
nopt,['4.0.1'],['[ISC]']
normalize-package-data,['3.0.2' '2.5.0'],['[]']
normalize-url,['2.0.1' '3.3.0'],['[MIT]']
nose,['1.3.7'],['[GNU LGPL]']
npm-run-path,['2.0.2' '4.0.1'],['[MIT]']
npmlog,['4.1.2'],['[]']
nrepl,['0.9.0'],['[]']
nth-check,['2.0.1'],['[]']
number-is-nan,['1.0.1'],['[]']
numpy,['1.23.1' '1.21.6' '1.19.2'],['[BSD]']
nvme-cli,['1.9-1ubuntu0.1'],['[GPL-2 GPL-2+]']
oauth2-oidc-sdk,['9.3.1'],['[]']
object-assign,['4.1.1'],['[]' '[MIT]']
object-copy,['0.1.0'],['[]']
object-inspect,['1.11.0' '1.12.2'],['[]']
object-keys,['1.1.1' '1.0.12'],['[]']
object-treeify,['1.1.26'],['[MIT]']
object-visit,['1.0.1'],['[]']
object.assign,['4.1.2'],['[]']
object.pick,['1.3.0'],['[]']
objenesis,['2.6'],['[]']
once,['1.4.0'],['[]' '[ISC]']
onetime,['5.1.0' '2.0.1'],['[MIT]']
open,['6.4.0'],['[MIT]']
open-vm-tools,['2:11.3.0-2ubuntu0~ubuntu20.04.3'],['[BSD-3 GPL-2 GPL-2+ GPL-2.1 ISC-ibm-and-ibm-dhcp LGPL-2.1 xfree86-1.0]']
openjdk-11-jdk,['11.0.16+8-0ubuntu1~20.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jdk-headless,['11.0.16+8-0ubuntu1~20.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jre,['11.0.16+8-0ubuntu1~20.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jre-headless,['11.0.16+8-0ubuntu1~20.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
opensaml-core,['3.4.5'],['[]']
opensaml-messaging-api,['3.4.5'],['[]']
opensaml-messaging-impl,['3.4.5'],['[]']
opensaml-profile-api,['3.4.5'],['[]']
opensaml-profile-impl,['3.4.5'],['[]']
opensaml-saml-api,['3.4.5'],['[]']
opensaml-saml-impl,['3.4.5'],['[]']
opensaml-security-api,['3.4.5'],['[]']
opensaml-security-impl,['3.4.5'],['[]']
opensaml-soap-api,['3.4.5'],['[]']
opensaml-soap-impl,['3.4.5'],['[]']
opensaml-storage-api,['3.4.5'],['[]']
opensaml-storage-impl,['3.4.5'],['[]']
opensaml-xmlsec-api,['3.4.5'],['[]']
opensaml-xmlsec-impl,['3.4.5'],['[]']
opentest4j,['1.2.0'],['[]']
opn,['3.0.3'],['[MIT]']
optionator,['0.8.3'],['[]']
org.abego.treelayout.core,['1.0.3'],['[]']
org.eclipse.jgit,['5.7.0.202003110725-r'],['[]']
original,['1.0.2'],['[MIT]']
os-homedir,['1.0.2'],['[]' '[MIT]']
os-prober,['1.74ubuntu2'],['[GPL-2]']
os-tmpdir,['1.0.2'],['[]' '[MIT]']
osenv,['0.1.5'],['[]' '[ISC]']
overrides,['6.1.0'],['[Apache License  Version 2.0]']
owasp-java-html-sanitizer,['20211018.2'],['[]']
p-cancelable,['1.0.0' '0.4.1'],['[MIT]']
p-finally,['1.0.0'],['[MIT]']
p-is-promise,['1.1.0'],['[MIT]']
p-limit,['1.3.0' '2.2.0'],['[]']
p-locate,['2.0.0' '4.1.0'],['[]']
p-timeout,['2.0.1'],['[MIT]']
p-try,['1.0.0' '2.2.0'],['[]']
packaging,['21.3' '20.4'],['[BSD-2-Clause or Apache-2.0]']
parallel,['1.21.0'],['[]']
parent-join-client,['7.16.3'],['[]']
parent-module,['1.0.0'],['[]']
parse-json,['5.0.0' '4.0.0'],['[MIT]']
parse-semver,['1.1.1'],['[]']
parse5,['6.0.1'],['[]']
parse5-htmlparser2-tree-adapter,['6.0.1'],['[]']
parsley,['0.9.3'],['[]']
pascalcase,['0.1.1'],['[]']
password-prompt,['1.1.2'],['[WTFPL]']
path-dirname,['1.0.2'],['[]']
path-exists,['3.0.0' '4.0.0'],['[]']
path-is-absolute,['1.0.1'],['[]' '[MIT]']
path-key,['3.1.0' '3.1.1' '2.0.1'],['[MIT]']
path-parse,['1.0.7'],['[]']
path-to-regexp,['1.7.0'],['[]']
path-type,['3.0.0' '4.0.0'],['[MIT]']
pathval,['1.1.0'],['[]']
pend,['1.2.0'],['[]']
percolator-client,['7.16.3'],['[]']
pgdg-keyring,['2018.2'],['[]']
phoenix,['1.5.4'],['[MIT]']
picomatch,['2.2.2' '2.0.7'],['[MIT]']
pify,['3.0.0' '4.0.1'],['[MIT]']
pipenv,['2020.8.13' '2022.7.4'],['[MIT]']
pkg-dir,['2.0.0' '4.2.0'],['[]']
pkg_resources,['0.0.0'],['[UNKNOWN]']
platformdirs,['2.5.2'],['[]']
plist,['3.0.5'],['[MIT]']
pluggy,['1.0.0' '0.13.1'],['[MIT]' '[MIT license]']
pomegranate,['1.2.1'],['[]']
posix-character-classes,['0.1.1'],['[]']
postgresql-13,['13.8-1.pgdg20.04+1'],['[Artistic BSD-2-clause BSD-3-Clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-client-13,['13.8-1.pgdg20.04+1'],['[Artistic BSD-2-clause BSD-3-Clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
power_assert,['2.0.1'],['[]']
preallocate,['7.16.3'],['[]']
prebuild-install,['6.1.4'],['[]']
prelude-ls,['1.1.2'],['[]']
prepend-http,['2.0.0'],['[MIT]']
printf,['0.6.1' '0.3.0'],['[MIT]']
process-nextick-args,['2.0.1'],['[]' '[MIT]']
progress,['2.0.3'],['[]']
progressbar,['2.5'],['[LICENSE.txt]']
propagate,['1.0.0'],['[]']
protobuf,['3.20.1'],['[BSD-3-Clause]']
protobuf-java,['3.14.0'],['[]']
psl,['1.1.31'],['[MIT]']
psutil,['5.9.1'],['[BSD]']
pump,['1.0.3' '3.0.0'],['[]' '[MIT]']
punycode,['1.3.2' '2.1.1'],['[]']
py,['1.9.0' '1.11.0'],['[MIT license]']
pyRFC3339,['1.1'],['[MIT]']
pycurl,['7.43.0.2'],['[LGPL/MIT]']
pydantic,['1.9.0'],['[MIT]']
pydantic-yaml,['0.8.0'],['[MIT]']
pyelftools,['0.28'],['[Public domain]']
pylxd,['2.3.1'],['[]']
pyparsing,['3.0.9' '2.4.7'],['[]' '[MIT License]']
pytest,['4.6.11' '7.1.3' '4.6.9' '3.2.1' '6.1.2' '6.2.5'],['[]' '[MIT]']
pytest-cov,['2.12.1' '2.5.1'],['[]']
pytest-forked,['1.3.0' '0.2'],['[]']
pytest-freezegun,['0.4.2'],['[]']
pytest-httpbin,['0.3.0' '1.0.0'],['[]']
pytest-mock,['2.0.0'],['[]']
pytest-randomly,['1.2.1' '1.2.3'],['[]']
pytest-timeout,['1.4.2' '1.2.0' '1.3.4'],['[]']
pytest-xdist,['1.20.0' '1.34.0'],['[]']
python-dateutil,['2.8.1' '2.8.2'],['[]' '[Dual License]']
python3-breezy,['3.0.2-4ubuntu2'],['[GPL-2 GPL-2+ MIT]']
python3-dulwich,['0.19.15-1build1'],['[Apache-2 Apache-2.0 GPL-2 GPL-2+]']
python3-fastimport,['0.9.8-5build1'],['[GPL-2 GPL-2+]']
python3-pycurl,['7.43.0.2-1ubuntu5'],['[LGPL-2.1 MIT]']
python3-xapian,['1.4.14-1ubuntu2'],['[GPL-2]']
pytz,['2022.1'],['[MIT]']
pyxdg,['0.28'],['[UNKNOWN]']
qdox,['1.12.1'],['[]']
qqjs,['0.3.11' '0.3.10'],['[]']
qs,['6.6.0' '6.10.1'],['[]']
query-string,['5.1.1'],['[MIT]']
querystring,['0.2.0'],['[]']
querystringify,['2.2.0'],['[MIT]']
quoin,['0.1.2'],['[]']
ragel,['6.10-1build1'],['[GPL GPL-2]']
ramda,['0.26.1'],['[]']
rank-eval-client,['7.16.3'],['[]']
raven,['6.10.0'],['[BSD]']
rb-fsevent,['0.11.0'],['[]']
rb-inotify,['0.10.1'],['[]']
rbs,['2.0.0' '1.7.1'],['[]']
rc,['1.2.8'],['[]']
re2c,['1.3-1ubuntu0.1'],['[Apache-2 Apache-2.0 PHP-3.01 Zend-2.00 public-domain]']
read,['1.0.7'],['[]']
read-pkg,['4.0.1'],['[]']
readable-stream,['2.3.7' '3.4.0' '3.6.0'],['[]' '[MIT]']
redeyed,['2.1.1'],['[MIT]']
redis-errors,['1.2.0'],['[MIT]']
redis-parser,['3.0.0'],['[MIT]']
reflectasm,['1.09'],['[]']
regex,['1.1.0'],['[]']
regex-not,['1.0.2'],['[]']
regexp.prototype.flags,['1.4.3'],['[]']
regexpp,['3.0.0' '2.0.1'],['[]']
reindex-client,['7.16.3'],['[]']
repeat-element,['1.1.3'],['[]']
repeat-string,['1.6.1'],['[]']
repositories-metering-api,['7.16.3'],['[]']
repository-encrypted,['7.16.3'],['[]']
repository-url,['7.16.3'],['[]']
requests-toolbelt,['0.9.1'],['[Apache 2.0]']
requires-port,['1.0.0'],['[MIT]']
resolvconf,['1.82'],['[GPL-2 GPL-2+]']
resolve,['1.20.0' '1.8.1' '1.11.1'],['[]']
resolve-from,['4.0.0'],['[]']
resolve-url,['0.2.1'],['[]']
responselike,['1.0.2'],['[MIT]']
restore-cursor,['2.0.0' '3.1.0'],['[MIT]']
ret,['0.1.15'],['[]']
reusify,['1.0.4'],['[MIT]']
rimraf,['2.2.8' '3.0.2' '2.6.3'],['[]' '[ISC]']
rsa,['4.7.2' '3.1.4'],['[]']
rsyslog,['8.2001.0-1ubuntu1.3'],['[Apache-2.0 BSD-3-clause GPL-3 GPL-3.0+ LGPL-3 LGPL-3.0+]']
run-async,['2.3.0'],['[MIT]']
run-parallel,['1.1.9'],['[MIT]']
runtime-fields-common,['7.16.3'],['[]']
rxjs,['6.5.3'],['[Apache-2.0]']
safe-buffer,['5.1.2' '5.2.1'],['[]' '[MIT]']
safe-regex,['1.1.0'],['[]']
safer-buffer,['2.1.2'],['[MIT]']
sax,['1.2.1' '1.2.4'],['[]']
sbsigntool,['0.9.2-2ubuntu1.1'],['[CC0 GPL-3 GPL-3+ LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-3 LGPL-3+ MIT]']
scout,['0.1.1'],['[]']
search-business-rules,['7.16.3'],['[]']
searchable-snapshots,['7.16.3'],['[]']
secureboot-db,['1.5'],['[GPL-3 GPL-3+]']
semantic-version,['2.10.0'],['[BSD]']
semver,['5.6.0' '2.13.0' '7.3.5' '6.3.0' '5.7.1'],['[]' '[BSD]' '[ISC]']
set-blocking,['2.0.0'],['[]']
set-value,['2.0.1'],['[]']
setuptools-rust,['1.2.0'],['[MIT]']
sgml-base,['1.29.1'],['[GPL-2 GPL-2+]']
shebang-command,['2.0.0' '1.2.0'],['[MIT]']
shebang-regex,['3.0.0' '1.0.0'],['[MIT]']
shell-escape,['0.2.0'],['[]']
shell-quote,['1.7.3'],['[MIT]']
shellwords,['0.1.1'],['[MIT]']
shim-signed,['1.40.7+15.4-0ubuntu9'],['[BSD-2-Clause]']
side-channel,['1.0.4'],['[]']
signal-exit,['3.0.5' '3.0.2'],['[]' '[ISC]']
sigs.k8s.io/cli-utils,['v0.22.0'],['[]']
sigs.k8s.io/controller-runtime,['v0.6.0'],['[]']
sigs.k8s.io/kind,['v0.12.0'],['[]']
sigs.k8s.io/kustomize/kyaml,['v0.10.17' 'v0.0.5'],['[]']
sigs.k8s.io/structured-merge-diff/v3,['v3.0.0'],['[]']
simple-concat,['1.0.1'],['[]']
simple-get,['3.1.0'],['[]']
simplecov_json_formatter,['0.1.3'],['[]']
sinon,['7.4.1'],['[]']
sjacket,['0.1.1.1'],['[]']
slash,['3.0.0' '1.0.0'],['[MIT]']
slf4j-nop,['1.7.25'],['[]']
slice-ansi,['2.1.0'],['[]']
smooth-progress,['1.1.0'],['[ISC]']
snakeyaml,['1.30' '1.28' '1.26'],['[]']
snapcraft,['7.1.3' '3.0ubuntu1.1'],['[GPL-3]' '[GPL v3]']
snapdragon,['0.8.2'],['[]']
snapdragon-node,['2.1.1'],['[]']
snapdragon-util,['3.0.1'],['[]']
snapshot-repo-test-kit,['7.16.3'],['[]']
sort-keys,['2.0.0' '4.0.0'],['[MIT]']
source-map,['0.6.1' '0.5.7'],['[]']
source-map-resolve,['0.5.2'],['[]']
source-map-support,['0.5.9' '0.5.20'],['[]']
source-map-url,['0.4.0'],['[]']
sparkline,['0.2.0'],['[MIT]']
spatial,['7.16.3'],['[]']
spatial4j,['0.7'],['[]']
spdx-correct,['3.1.0'],['[]']
spdx-exceptions,['2.2.0'],['[]']
spdx-expression-parse,['3.0.0'],['[]']
spdx-license-ids,['3.0.5'],['[]']
spec.alpha,['0.3.218'],['[]']
split-string,['3.1.0'],['[]']
sprintf-js,['1.0.3' '1.1.0'],['[]' '[BSD-3-Clause]']
sql-action,['7.16.3'],['[]']
sql-proto,['7.16.3'],['[]']
sqlite3-doc,['3.31.1-4ubuntu0.3'],['[GPL-2 GPL-2+ public-domain]']
ssh2,['0.6.1' '0.5.4' '1.11.0' '1.4.0'],['[MIT]']
ssh2-streams,['0.2.1' '0.1.20'],['[MIT]']
stackprof,['0.2.17'],['[]']
static-extend,['0.1.2'],['[]']
stdout-stderr,['0.1.9'],['[]']
steep,['0.47.0'],['[]']
stencil,['0.5.0'],['[]']
streamsearch,['0.1.2'],['[MIT]']
strftime,['0.10.0'],['[MIT]']
strict-uri-encode,['1.1.0'],['[MIT]']
string-width,['1.0.2' '4.2.0' '3.1.0' '4.1.0' '2.1.1'],['[]' '[MIT]']
string.prototype.trimend,['1.0.5'],['[]']
string.prototype.trimstart,['1.0.5'],['[]']
string_decoder,['1.2.0' '1.1.1'],['[]' '[MIT]']
strip-ansi,['3.0.1' '6.0.0' '4.0.0' '5.2.0'],['[]' '[MIT]']
strip-bom,['3.0.0' '4.0.0'],['[MIT]']
strip-eof,['2.0.0' '1.0.0'],['[MIT]']
strip-json-comments,['3.0.1' '2.0.1'],['[]']
super-csv,['2.4.0'],['[]']
supports-color,['2.0.0' '7.1.0' '5.5.0' '5.4.0'],['[]' '[MIT]']
supports-hyperlinks,['1.0.1' '2.1.0'],['[MIT]']
t-digest,['3.2'],['[]']
table,['5.4.6'],['[]']
tabulate,['0.8.10'],['[MIT]']
tar-fs,['2.0.0' '1.16.3' '2.1.1'],['[]']
tar-stream,['1.6.2' '2.1.0' '2.2.0'],['[]']
tasksel,['3.34ubuntu16'],['[GPL GPL-2]']
tasksel-data,['3.34ubuntu16'],['[GPL GPL-2]']
tcpd,['7.6.q-30'],['[]']
temp,['0.8.3' '0.9.1' '0.9.4'],['[MIT]']
term-img,['4.1.0'],['[MIT]']
terminal-table,['3.0.2'],['[]']
test-unit,['3.5.3'],['[]']
testng,['6.3.1' '7.5'],['[]']
text-table,['0.2.0'],['[]']
through,['2.3.8'],['[MIT]']
timed-out,['4.0.1'],['[MIT]']
tinydb,['4.7.0'],['[MIT]']
tmate,['2.4.0-1'],['[BSD-2 BSD-3 Expat ISC]']
tmp,['0.2.1' '0.0.33' '0.1.0'],['[]' '[MIT]']
to-buffer,['1.1.1'],['[]']
to-object-path,['0.3.0'],['[]']
to-readable-stream,['1.0.0'],['[MIT]']
to-regex,['3.0.2'],['[]']
to-regex-range,['5.0.1' '2.1.1'],['[MIT]']
toml,['0.10.2' '0.10.1'],['[MIT]']
tomli,['2.0.1'],['[]']
tomlj,['1.0.0'],['[]']
tools.macro,['0.1.5'],['[]']
tornado,['6.0.3' '5.1.1'],['[]']
tox,['3.5.2'],['[]']
transform,['7.16.3'],['[]']
transport-netty4-client,['7.16.3'],['[]']
transport-nio-client,['7.16.3'],['[]']
treeify,['1.1.0'],['[MIT]']
trove4j,['1.0.20200330'],['[]']
true-myth,['2.2.3'],['[MIT]']
trustme,['0.5.3'],['[]']
ts-node,['8.0.2'],['[]']
tslib,['1.13.0' '1.14.1' '1.10.0' '2.2.0' '2.3.1' '2.0.1' '2.4.0' '1.9.3'],['[]' '[0BSD]']
tsutils,['3.17.1'],['[]']
tunnel,['0.0.6'],['[]']
tunnel-agent,['0.6.0'],['[Apache-2.0]' '[]']
tunnel-ssh,['4.1.4'],['[MIT]']
tweetnacl,['0.14.5'],['[Unlicense]']
txw2,['3.0.0'],['[]']
type-check,['0.3.2'],['[]']
type-detect,['4.0.8'],['[]']
type-fest,['0.8.1' '0.3.1' '0.11.0' '0.6.0' '0.5.2'],['[(MIT OR CC0-1.0)]']
typed-rest-client,['1.8.6'],['[]']
typedarray-to-buffer,['3.1.5'],['[]']
types-Deprecated,['1.2.9'],['[Apache-2.0 license]']
typescript,['4.4.4' '3.7.5'],['[]']
typing-utils,['0.1.0'],['[Apache License 2.0]']
typing_extensions,['4.3.0'],['[]']
tzinfo,['2.0.4'],['[]']
ubuntu-mono,['19.04-0ubuntu3'],['[CC-BY-SA-3.0 GPL-3]']
uc.micro,['1.0.6'],['[]']
unboundid-ldapsdk,['4.0.8'],['[]']
unbox-primitive,['1.0.2'],['[]']
underscore,['1.13.1'],['[]']
union-value,['1.0.1'],['[]']
universalify,['0.1.2' '1.0.0' '2.0.0'],['[MIT]']
unixodbc-dev,['2.3.6-0.1build1'],['[GPL-2 GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+]']
unset-value,['1.0.0'],['[]']
unsigned-long,['7.16.3'],['[]']
uri-js,['4.2.2'],['[]']
urijs,['1.19.11' '1.19.2'],['[MIT]']
urix,['0.1.0'],['[]']
url,['0.10.3'],['[]']
url-join,['1.1.0'],['[]']
url-parse,['1.5.10'],['[MIT]']
url-parse-lax,['3.0.0'],['[MIT]']
url-to-options,['1.0.1'],['[MIT]']
usb-modeswitch,['2.5.2+repack0-2ubuntu3'],['[]']
use,['3.1.1'],['[]']
util,['0.12.4'],['[]']
util-deprecate,['1.0.2'],['[]' '[MIT]']
uuid,['3.4.0' '3.2.1' '8.0.0' '8.3.2' '3.3.2'],['[MIT]']
v8-compile-cache,['2.1.0'],['[]']
valid-url,['1.0.9'],['[]']
validate-npm-package-license,['3.0.4'],['[]']
validator,['13.7.0'],['[MIT]']
vector-tile,['7.16.3'],['[]']
vectors,['7.16.3'],['[]']
virtualenv-clone,['0.5.4' '0.5.7'],['[MIT]']
vsce,['1.103.1'],['[]']
vscode,['1.1.37'],['[]']
vscode-jsonrpc,['6.0.0'],['[]']
vscode-languageclient,['7.0.0'],['[]']
vscode-languageserver-protocol,['3.16.0'],['[]']
vscode-languageserver-types,['3.16.0'],['[]']
vscode-test,['0.4.3'],['[]']
w3m,['0.5.3-37'],['[GPL-2 GPL-3 GPL-3+ Ruby Unicode-Data-Files X11 X11-install-sh copyleft-matrix-c permissive-Str permissive-aclocal permissive-configure permissive-debian permissive-gitlog2changelog permissive-matrix-h permissive-po public-domain w3m]']
wagon-http,['3.3.4'],['[]']
wamerican,['2018.04.16-1'],['[]']
which,['2.0.2' '1.3.1'],['[ISC]']
which-boxed-primitive,['1.0.2'],['[]']
which-typed-array,['1.1.8'],['[]']
wide-align,['1.1.5'],['[]']
widest-line,['3.1.0' '2.0.1'],['[MIT]']
wildcard,['7.16.3'],['[]']
win-inet-pton,['1.1.0'],['[]']
wireless-regdb,['2022.06.06-0ubuntu1~20.04.1'],['[ISC]']
word-wrap,['1.2.3'],['[]']
wrap-ansi,['6.2.0' '7.0.0' '4.0.0'],['[MIT]']
wrappy,['1.0.2'],['[]' '[ISC]']
wrapt,['1.14.1'],['[BSD]']
write,['1.0.3'],['[]']
write-file-atomic,['2.4.3' '3.0.0'],['[]']
write-json-file,['2.3.0' '4.3.0'],['[]']
ws,['6.2.1'],['[MIT]']
ws4py,['0.5.1'],['[BSD]']
x-pack-aggregate-metric,['7.16.3'],['[]']
x-pack-analytics,['7.16.3'],['[]']
x-pack-async,['7.16.3'],['[]']
x-pack-async-search,['7.16.3'],['[]']
x-pack-autoscaling,['7.16.3'],['[]']
x-pack-ccr,['7.16.3'],['[]']
x-pack-core,['7.16.3'],['[]']
x-pack-data-streams,['7.16.3'],['[]']
x-pack-deprecation,['7.16.3'],['[]']
x-pack-enrich,['7.16.3'],['[]']
x-pack-eql,['7.16.3'],['[]']
x-pack-fleet,['7.16.3'],['[]']
x-pack-graph,['7.16.3'],['[]']
x-pack-identity-provider,['7.16.3'],['[]']
x-pack-ilm,['7.16.3'],['[]']
x-pack-logstash,['7.16.3'],['[]']
x-pack-ml,['7.16.3'],['[]']
x-pack-monitoring,['7.16.3'],['[]']
x-pack-ql,['7.16.3'],['[]']
x-pack-rollup,['7.16.3'],['[]']
x-pack-security,['7.16.3'],['[]']
x-pack-shutdown,['7.16.3'],['[]']
x-pack-sql,['7.16.3'],['[]']
x-pack-stack,['7.16.3'],['[]']
x-pack-text-structure,['7.16.3'],['[]']
x-pack-voting-only-node,['7.16.3'],['[]']
x-pack-watcher,['7.16.3'],['[]']
x11-utils,['7.7+5'],['[]']
x11-xkb-utils,['7.7+5'],['[]']
x11-xserver-utils,['7.7+8'],['[]']
xdg-utils,['1.1.3-2ubuntu1.20.04.2'],['[Expat]']
xml-apis,['1.4.01'],['[]']
xml-core,['0.18+nmu1'],['[GPL-2 GPL-2+]']
xml2js,['0.4.19' '0.4.23'],['[]']
xmlbuilder,['9.0.7' '11.0.1'],['[]' '[MIT]']
xmlsec,['2.1.4'],['[]']
xserver-common,['2:1.20.13-1ubuntu1~20.04.3'],['[]']
xserver-xorg-core,['2:1.20.13-1ubuntu1~20.04.3'],['[]']
xstream,['1.4.19'],['[]']
xtend,['4.0.2'],['[]']
xvfb,['2:1.20.13-1ubuntu1~20.04.3'],['[]']
yallist,['4.0.0'],['[]' '[ISC]']
yarn,['1.22.0'],['[BSD-2-Clause]']
yauzl,['2.10.0'],['[]']
yazl,['2.5.1'],['[]']
yn,['3.0.0'],['[]']
zeitwerk,['2.5.1'],['[]']
zerofree,['1.1.1-1'],['[GPL-2 GPL-2+]']
zip,['3.0-11build1'],['[]']
